"shots_detailID","TableIndex","MatchID","GameWeek","Player","ForTeam","AgainstTeam","RelativeStrength","Time","ShotOutcome","AssistedBy","ShotType","ShotPosition","ShotSide","Close"
"2046","28","58979","9","Pierre-Emerick Aubameyang","Arsenal","Leeds United","2","24","Miss","Hector Bellerin","right footed shot","the box","the right","not close"
"2047","29","58979","9","Dani Ceballos","Arsenal","Leeds United","2","24","Miss","N/A","right footed shot","outside the box","N/A","not close"
"2048","30","58979","9","Jack Harrison","Leeds United","Arsenal","-2","19","Miss","N/A","right footed shot","outside the box","N/A","not close"
"2049","31","58979","9","Gabriel Magalhaes","Arsenal","Leeds United","2","17","Miss","Nicolas Pepe","header","the box","the centre","not close"
"2050","32","58979","9","Dani Ceballos","Arsenal","Leeds United","2","10","Miss","N/A","right footed shot","outside the box","N/A","close"
"2051","33","58979","9","Raphinha","Leeds United","Arsenal","-2","6","Miss","Mateusz Klich","left footed shot","outside the box","N/A","not close"
"2052","0","58977","9","Chris Wood","Burnley","Crystal Palace","0","8","Goal","N/A","right footed shot","the box","the centre","close"
"2053","1","58977","9","Johann Gudmundsson","Burnley","Crystal Palace","0","55","Woodwork","Dwight McNeil","left footed shot","outside the box","N/A","close"
"2054","2","58977","9","Cheikhou Kouyate","Crystal Palace","Burnley","0","90","Blocked","Andros Townsend","an attempt","the box","the centre","not close"
"2055","3","58977","9","Andros Townsend","Crystal Palace","Burnley","0","82","Blocked","James McArthur","left footed shot","outside the box","N/A","not close"
"2056","4","58977","9","Dwight McNeil","Burnley","Crystal Palace","0","72","Blocked","James Tarkowski","left footed shot","outside the box","N/A","not close"
"2057","5","58977","9","Jairo Riedewald","Crystal Palace","Burnley","0","65","Blocked","Cheikhou Kouyate","left footed shot","the box","the centre","not close"
"2058","6","58977","9","Patrick van Aanholt","Crystal Palace","Burnley","0","64","Blocked","Andros Townsend","right footed shot","a difficult angle","the right","not close"
"2059","7","58977","9","James McArthur","Crystal Palace","Burnley","0","63","Blocked","Jairo Riedewald","right footed shot","outside the box","N/A","not close"
"2060","8","58977","9","Jay Rodriguez","Burnley","Crystal Palace","0","61","Blocked","Chris Wood","right footed shot","the box","the right","not close"
"2061","9","58977","9","Jay Rodriguez","Burnley","Crystal Palace","0","1","Blocked","Chris Wood","right footed shot","outside the box","N/A","not close"
"2062","10","58977","9","Christian Benteke","Crystal Palace","Burnley","0","90","Saved","Cheikhou Kouyate","right footed shot","very close range","N/A","close"
"2063","11","58977","9","Chris Wood","Burnley","Crystal Palace","0","72","Saved","N/A","header","the box","the centre","close"
"2064","12","58977","9","Ashley Westwood","Burnley","Crystal Palace","0","61","Saved","Johann Gudmundsson","right footed shot","the box","the right","close"
"2065","13","58977","9","Michy Batshuayi","Crystal Palace","Burnley","0","60","Saved","N/A","right footed shot","the box","the centre","close"
"2066","14","58977","9","Chris Wood","Burnley","Crystal Palace","0","47","Saved","Jay Rodriguez","right footed shot","the box","the centre","close"
"2067","15","58977","9","Andros Townsend","Crystal Palace","Burnley","0","38","Saved","Eberechi Eze","left footed shot","outside the box","N/A","close"
"2068","16","58977","9","Jordan Ayew","Crystal Palace","Burnley","0","36","Saved","Michy Batshuayi","left footed shot","a difficult angle","the left","close"
"2069","17","58977","9","Nathaniel Clyne","Crystal Palace","Burnley","0","2","Saved","James McArthur","right footed shot","outside the box","N/A","close"
"2070","18","58977","9","James McArthur","Crystal Palace","Burnley","0","86","Miss","Michy Batshuayi","left footed shot","outside the box","N/A","not close"
"2071","19","58977","9","Christian Benteke","Crystal Palace","Burnley","0","80","Miss","Andros Townsend","header","the box","the centre","not close"
"2072","20","58977","9","James Tarkowski","Burnley","Crystal Palace","0","75","Miss","Dwight McNeil","header","the box","the centre","close"
"2073","21","58977","9","Patrick van Aanholt","Crystal Palace","Burnley","0","65","Miss","Jairo Riedewald","left footed shot","outside the box","N/A","not close"
"2074","22","58977","9","Andros Townsend","Crystal Palace","Burnley","0","56","Miss","Scott Dann","left footed shot","outside the box","N/A","not close"
"2075","23","58977","9","Dwight McNeil","Burnley","Crystal Palace","0","35","Miss","Charlie Taylor","left footed shot","outside the box","N/A","close"
"2076","24","58977","9","Michy Batshuayi","Crystal Palace","Burnley","0","28","Miss","Jairo Riedewald","right footed shot","outside the box","N/A","close"
"2077","0","58930","4","Rodrigo","Leeds United","Manchester City","-3","59","Goal","N/A","right footed shot","very close range","N/A","close"
"2078","6","58930","4","Helder Costa","Leeds United","Manchester City","-3","73","Blocked","Rodrigo","right footed shot","the box","the left","not close"
"2079","7","58930","4","Rodrigo","Leeds United","Manchester City","-3","58","Blocked","Mateusz Klich","left footed shot","a difficult angle","the left","not close"
"2080","16","58930","4","Patrick Bamford","Leeds United","Manchester City","-3","73","Saved","Rodrigo","left footed shot","very close range","N/A","close"
"2081","17","58930","4","Rodrigo","Leeds United","Manchester City","-3","69","Saved","N/A","header","the box","the centre","close"
"2082","3","58922","3","Rodrigo","Leeds United","Sheffield United","-1","69","Blocked","Mateusz Klich","left footed shot","outside the box","N/A","not close"
"2083","13","58922","3","Rodrigo","Leeds United","Sheffield United","-1","73","Saved","Mateusz Klich","left footed shot","outside the box","N/A","close"
"2084","22","58922","3","Rodrigo","Leeds United","Sheffield United","-1","66","Miss","Stuart Dallas","header","the box","the centre","not close"
"2085","0","58988","10","Timo Werner","Chelsea","Tottenham Hotspur","0","69","Blocked","Mason Mount","right footed shot","the box","the left","not close"
"2086","1","58988","10","Ben Chilwell","Chelsea","Tottenham Hotspur","0","58","Blocked","Hakim Ziyech","header","the box","the centre","not close"
"2087","2","58988","10","Mateo Kovacic","Chelsea","Tottenham Hotspur","0","44","Blocked","N'Golo Kante","right footed shot","outside the box","N/A","not close"
"2088","3","58988","10","Steven Bergwijn","Tottenham Hotspur","Chelsea","0","11","Blocked","Harry Kane","right footed shot","the box","the left","not close"
"2089","4","58988","10","Olivier Giroud","Chelsea","Tottenham Hotspur","0","90+2","Saved","N/A","left footed shot","the box","the left","close"
"2090","5","58988","10","Mason Mount","Chelsea","Tottenham Hotspur","0","81","Saved","N'Golo Kante","right footed shot","outside the box","N/A","close"
"2091","6","58988","10","Serge Aurier","Tottenham Hotspur","Chelsea","0","15","Saved","Eric Dier","right footed shot","outside the box","N/A","close"
"2092","7","58988","10","Hakim Ziyech","Chelsea","Tottenham Hotspur","0","2","Saved","Reece James","left footed shot","outside the box","N/A","close"
"2093","8","58988","10","Hakim Ziyech","Chelsea","Tottenham Hotspur","0","67","Miss","Ben Chilwell","left footed shot","the box","the centre","not close"
"2094","9","58988","10","Tammy Abraham","Chelsea","Tottenham Hotspur","0","64","Miss","Timo Werner","an attempt","the six yard box","the right","not close"
"2095","10","58988","10","Tammy Abraham","Chelsea","Tottenham Hotspur","0","51","Miss","Reece James","an attempt","the box","the centre","not close"
"2096","11","58988","10","Tammy Abraham","Chelsea","Tottenham Hotspur","0","48","Miss","Reece James","header","the box","the centre","not close"
"2097","12","58988","10","Tammy Abraham","Chelsea","Tottenham Hotspur","0","38","Miss","Hakim Ziyech","right footed shot","the box","the centre","not close"
"2098","13","58988","10","Ben Chilwell","Chelsea","Tottenham Hotspur","0","36","Miss","N/A","right footed shot","the box","the centre","not close"
"2099","14","58988","10","Harry Kane","Tottenham Hotspur","Chelsea","0","30","Miss","N/A","right footed shot","outside the box","N/A","not close"
"2100","15","58988","10","Mason Mount","Chelsea","Tottenham Hotspur","0","28","Miss","N'Golo Kante","left footed shot","outside the box","N/A","not close"
"2101","16","58988","10","Serge Aurier","Tottenham Hotspur","Chelsea","0","15","Miss","N/A","right footed shot","outside the box","N/A","not close"
"2102","17","58988","10","Steven Bergwijn","Tottenham Hotspur","Chelsea","0","9","Miss","Harry Kane","right footed shot","the box","the centre","not close"
"2103","0","58989","10","Joelinton","Newcastle United","Crystal Palace","0","90","Goal","Callum Wilson","left footed shot","the box","the centre","close"
"2104","1","58989","10","Callum Wilson","Newcastle United","Crystal Palace","0","88","Goal","Joelinton","left footed shot","the box","the centre","close"
"2105","2","58989","10","Cheikhou Kouyate","Crystal Palace","Newcastle United","0","84","Blocked","Michy Batshuayi","left footed shot","the box","the left","not close"
"2106","3","58989","10","Sean Longstaff","Newcastle United","Crystal Palace","0","83","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"2107","4","58989","10","Jonjo Shelvey","Newcastle United","Crystal Palace","0","56","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"2108","5","58989","10","Jonjo Shelvey","Newcastle United","Crystal Palace","0","90+3","Saved","N/A","right footed shot","outside the box","N/A","close"
"2109","6","58989","10","Christian Benteke","Crystal Palace","Newcastle United","0","80","Saved","Patrick van Aanholt","header","the box","the centre","close"
"2110","7","58989","10","Matt Ritchie","Newcastle United","Crystal Palace","0","79","Saved","Jamal Lewis","left footed shot","outside the box","N/A","close"
"2111","8","58989","10","Joelinton","Newcastle United","Crystal Palace","0","43","Saved","N/A","left footed shot","the box","the centre","close"
"2112","9","58989","10","Jamal Lewis","Newcastle United","Crystal Palace","0","41","Saved","Jonjo Shelvey","right footed shot","outside the box","N/A","close"
"2113","10","58989","10","Jeffrey Schlupp","Crystal Palace","Newcastle United","0","29","Saved","James McArthur","left footed shot","the box","the left","close"
"2114","11","58989","10","Eberechi Eze","Crystal Palace","Newcastle United","0","25","Saved","Jordan Ayew","right footed shot","outside the box","N/A","close"
"2115","12","58989","10","Joelinton","Newcastle United","Crystal Palace","0","20","Saved","Jonjo Shelvey","right footed shot","outside the box","N/A","close"
"2116","13","58989","10","Christian Benteke","Crystal Palace","Newcastle United","0","73","Miss","Patrick van Aanholt","left footed shot","the box","the left","not close"
"2117","14","58989","10","Joelinton","Newcastle United","Crystal Palace","0","72","Miss","Matt Ritchie","header","the box","the centre","not close"
"2118","15","58989","10","Christian Benteke","Crystal Palace","Newcastle United","0","69","Miss","James McArthur","header","the box","the centre","not close"
"2119","16","58989","10","Callum Wilson","Newcastle United","Crystal Palace","0","67","Miss","Javier Manquillo","header","the box","the centre","not close"
"2120","17","58989","10","Cheikhou Kouyate","Crystal Palace","Newcastle United","0","65","Miss","N/A","right footed shot","outside the box","N/A","not close"
"2121","18","58989","10","Eberechi Eze","Crystal Palace","Newcastle United","0","63","Miss","N/A","right footed shot","outside the box","N/A","not close"
"2122","19","58989","10","Patrick van Aanholt","Crystal Palace","Newcastle United","0","61","Miss","N/A","left footed shot","outside the box","N/A","close"
"2123","20","58989","10","Jordan Ayew","Crystal Palace","Newcastle United","0","54","Miss","N/A","right footed shot","the box","the centre","not close"
"2124","21","58989","10","Cheikhou Kouyate","Crystal Palace","Newcastle United","0","52","Miss","Andros Townsend","header","the box","the centre","not close"
"2125","22","58989","10","Jeffrey Schlupp","Crystal Palace","Newcastle United","0","44","Miss","Cheikhou Kouyate","header","the box","the centre","not close"
"2126","23","58989","10","Joelinton","Newcastle United","Crystal Palace","0","18","Miss","Jamal Lewis","header","the box","the centre","close"
"2127","24","58989","10","Joelinton","Newcastle United","Crystal Palace","0","9","Miss","N/A","left footed shot","outside the box","N/A","not close"
"2128","25","58989","10","Joelinton","Newcastle United","Crystal Palace","0","2","Miss","N/A","header","the box","the centre","not close"
"2129","0","58991","10","Harvey Barnes","Leicester City","Fulham","2","86","Goal","Jamie Vardy","left footed shot","the box","the centre","close"
"2130","1","58991","10","Ivan Cavaleiro","Fulham","Leicester City","-2","38","Goal","N/A","right footed shot","penalty","N/A","close"
"2131","2","58991","10","Ademola Lookman","Fulham","Leicester City","-2","30","Goal","Andre-Frank Zambo Anguissa","right footed shot","the box","the centre","close"
